,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),week52_high,SMA200_value,SMA150_value,prev_close,volume,Sales_QoQ_percent,Inst. Ownership,SMA50_percent,week52_low,EPS_QoQ_percent,Relative Strength Value,SMA50_value,Shares Outstanding,SMA200_percent,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
271,PFG,8186.0,7634.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,67.0,54.59,57.2,65.29,889183.0,-0.29,0.73,0.08,33.62,0.8,6.0,63.02,272900000.0,0.32,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,417.0,98.0,200.0,2560.0,0.0,38.0,4096.0,0.0,218.0,0.0,0.0,7.0
194,TPR,8186.0,7631.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,49.0,36.47,39.74,45.31,3274022.0,0.19,0.94,0.05,12.2,1.13,3.0,45.14,278200000.0,0.55,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,557.0,184.0,1444.0,1024.0,0.0,30.0,4096.0,0.0,285.0,0.0,0.0,11.0
358,DELL,8186.0,7575.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,103.0,80.35,84.81,96.4,953253.0,0.09,0.81,0.06,41.86,1.92,5.0,95.88,750000000.0,0.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,535.0,114.0,488.0,2048.0,0.0,32.0,4096.0,0.0,243.0,0.0,0.0,19.0
331,CBRE,8186.0,7556.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,87.0,69.61,73.5,86.38,2015612.0,0.01,0.98,0.07,35.85,0.55,5.0,82.26,339580000.0,0.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,488.0,114.0,467.0,2048.0,0.0,41.0,4096.0,0.0,298.0,0.0,0.0,4.0
286,DOW,8186.0,7541.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,70.0,58.59,60.78,68.08,4788678.0,0.22,0.69,0.09,33.51,3.14,6.0,64.83,746990000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,273.0,77.0,259.0,2560.0,0.0,38.0,4096.0,0.0,205.0,0.0,0.0,33.0
81,TS,8186.0,7515.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,24.0,18.26,19.74,23.39,1453589.0,-0.33,0.12,0.06,9.15,1.16,5.0,22.37,590270000.0,0.49,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,546.0,166.0,588.0,2048.0,0.0,38.0,4096.0,0.0,22.0,0.0,0.0,11.0
242,ZION,8186.0,7508.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,60.0,48.36,51.87,59.08,1015025.0,-0.1,0.87,0.07,27.02,22.0,5.0,56.06,163550000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,331.0,149.0,340.0,2048.0,0.0,40.0,4096.0,0.0,262.0,0.0,0.0,242.0
135,MDU,8186.0,7503.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,35.0,28.4,29.65,34.18,658164.0,0.01,0.72,0.07,19.86,0.18,6.0,32.86,200520000.0,0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,443.0,90.0,59.0,2560.0,0.0,39.0,4096.0,0.0,214.0,0.0,0.0,2.0
481,SBNY,8186.0,7496.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,257.0,177.65,202.4,239.17,488946.0,0.02,0.99,0.05,76.01,0.72,3.0,237.0,55000000.0,0.63,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,700.0,285.0,1053.0,1024.0,0.0,31.0,4096.0,0.0,301.0,0.0,0.0,6.0
74,CADE,8186.0,7477.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,24.0,18.65,20.34,22.42,827215.0,-0.2,0.95,0.06,5.75,1.27,3.0,21.83,125080000.0,0.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,300.0,186.0,1540.0,1024.0,0.0,31.0,4096.0,0.0,288.0,0.0,0.0,12.0
12,PAGP,8186.0,7471.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,13.0,9.0,9.36,10.16,1602523.0,0.01,0.84,0.09,5.65,1.11,6.0,9.53,194000000.0,0.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,74.0,82.0,390.0,2560.0,0.0,5.0,4096.0,0.0,253.0,1.0,0.0,10.0
427,DOV,8186.0,7464.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,153.0,129.25,132.35,149.57,625762.0,0.13,0.85,0.07,84.94,0.33,6.0,144.6,143760000.0,0.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,379.0,49.0,83.0,2560.0,0.0,39.0,4096.0,0.0,256.0,0.0,0.0,2.0
379,CM,8186.0,7461.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,109.0,91.52,94.71,108.33,559129.0,-0.27,0.71,0.08,56.2,0.35,6.0,101.88,447280000.0,0.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,310.0,71.0,168.0,2560.0,0.0,42.0,4096.0,0.0,211.0,1.0,0.0,2.0
502,URI,8186.0,7447.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,348.0,271.27,290.36,333.06,476867.0,-0.03,0.97,0.06,116.06,0.2,4.0,327.49,72340000.0,0.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,144.0,818.0,1536.0,0.0,35.0,4096.0,0.0,294.0,0.0,0.0,0.0
61,KIM,8186.0,7441.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,21.0,16.96,18.1,20.86,3170070.0,-0.03,0.9,0.07,9.15,0.57,5.0,20.11,430520000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,455.0,138.0,386.0,2048.0,0.0,42.0,4096.0,0.0,272.0,0.0,0.0,4.0
263,JCI,8186.0,7428.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,66.0,53.34,56.25,64.31,4268776.0,0.03,0.93,0.06,28.46,0.69,5.0,62.36,717100000.0,0.32,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,445.0,112.0,401.0,2048.0,0.0,38.0,4096.0,0.0,282.0,0.0,0.0,6.0
417,THG,8186.0,7423.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,143.0,121.12,124.86,142.17,137243.0,0.02,0.89,0.07,85.55,3.49,6.0,135.63,36400000.0,0.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,353.0,63.0,3.0,2560.0,0.0,42.0,4096.0,0.0,269.0,0.0,0.0,37.0
31,LUMN,8186.0,7391.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,15.0,11.73,12.37,14.16,7500852.0,-0.04,0.77,0.08,8.62,0.5,6.0,13.21,1080000000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,278.0,112.0,45.0,2560.0,0.0,33.0,4096.0,32.0,230.0,1.0,0.0,4.0
496,LIN,8186.0,7303.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,301.0,262.75,268.07,297.95,1210559.0,0.07,0.82,0.07,179.25,0.74,6.0,288.02,522460000.00000006,0.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,305.0,41.0,8.0,2560.0,0.0,41.0,4096.0,0.0,246.0,0.0,0.0,6.0
11,PAA,8186.0,7279.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,12.0,8.8,9.14,10.01,4721304.0,0.01,0.47,0.09,5.46,1.13,6.0,9.27,722000000.0,0.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,58.0,79.0,326.0,2560.0,0.0,14.0,4096.0,0.0,134.0,1.0,0.0,11.0
319,VLO,8186.0,7272.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,82.0,63.92,68.48,78.5,5320009.0,-0.06,0.79,0.08,36.19,0.62,5.0,74.11,407000000.0,0.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,337.0,146.0,368.0,2048.0,0.0,35.0,4096.0,0.0,237.0,0.0,0.0,5.0
500,CRL,8186.0,7257.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,345.0,274.59,287.77,321.01,781988.0,0.17,0.95,0.07,163.0,0.19,5.0,317.27,49980000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,420.0,98.0,276.0,2048.0,0.0,31.0,4096.0,0.0,288.0,0.0,0.0,0.0
241,MPC,8186.0,7241.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,60.0,47.45,50.87,58.78,31286090.0,0.15,0.78,0.09,27.5,0.95,5.0,55.21,651000000.0,0.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,349.0,148.0,317.0,2048.0,0.0,39.0,4096.0,0.0,234.0,1.0,0.0,9.0
254,TOL,8186.0,7222.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,68.0,52.15,54.34,61.73,798000.0,0.17,0.92,0.06,24.51,0.86,4.0,61.1,126060000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,510.0,86.0,681.0,1536.0,0.0,27.0,4096.0,0.0,278.0,0.0,0.0,8.0
341,TKR,8186.0,7176.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,91.0,78.05,80.95,88.88,298981.0,0.11,0.84,0.07,36.9,0.39,5.0,84.32,75820000.0,0.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,171.0,76.0,491.0,2048.0,0.0,39.0,4096.0,0.0,253.0,0.0,0.0,2.0
75,SU,8186.0,7136.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,24.0,18.68,19.9,22.63,7743570.0,0.17,0.69,0.07,11.28,1.23,5.0,21.48,1520000000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,325.0,134.0,283.0,2048.0,0.0,33.0,4096.0,0.0,205.0,0.0,0.0,12.0
138,PDCO,8186.0,7114.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,36.0,31.34,32.34,34.95,692023.0,0.07,0.91,0.08,14.81,1.06,5.0,33.23,95730000.0,0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,113.0,65.0,469.0,2048.0,0.0,38.0,4096.0,0.0,275.0,0.0,0.0,10.0
65,EQNR,8186.0,7112.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,22.0,18.06,19.08,20.91,1263672.0,0.07,0.06,0.08,12.72,3.65,6.0,20.13,3250000000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,225.0,116.0,39.0,2560.0,0.0,34.0,4096.0,0.0,3.0,0.0,0.0,39.0
274,XRAY,8186.0,7079.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,69.0,57.31,59.72,66.61,1259890.0,0.17,0.99,0.05,37.71,1.84,5.0,65.45,218800000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,393.0,86.0,100.0,2048.0,0.0,37.0,4096.0,0.0,301.0,0.0,0.0,18.0
210,FFIN,8186.0,7072.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,51.0,41.27,44.01,50.51,465752.0,0.03,0.58,0.07,25.62,0.53,5.0,48.07,142150000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,378.0,136.0,199.0,2048.0,0.0,41.0,4096.0,0.0,170.0,0.0,0.0,4.0
294,AOS,8186.0,7027.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,72.0,60.67,62.56,71.06,728456.0,0.21,0.96,0.06,40.28,0.89,5.0,68.76,161530000.0,0.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,406.0,64.0,74.0,2048.0,0.0,40.0,4096.0,0.0,291.0,0.0,0.0,8.0
284,KEX,8186.0,7004.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,70.0,56.82,60.09,68.24,380183.0,-0.23,0.97,0.09,35.93,0.99,5.0,63.42,60020000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,227.0,118.0,173.0,2048.0,0.0,38.0,4096.0,0.0,294.0,1.0,0.0,9.0
79,VRT,8186.0,6972.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.0,20.06,20.64,22.21,2013695.0,0.22,0.9,0.09,11.45,1.1,5.0,21.85,349600000.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,240.0,59.0,210.0,2048.0,0.0,37.0,4096.0,0.0,272.0,0.0,0.0,10.0
239,CTB,8186.0,6969.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,60.0,47.06,49.73,59.22,527316.0,0.23,0.98,0.04,20.9,2.88,3.0,57.32,50450000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,625.0,116.0,740.0,1024.0,0.0,40.0,4096.0,0.0,298.0,0.0,0.0,30.0
382,CCK,8186.0,6924.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,114.0,98.6,100.05,110.88,379052.0,0.12,0.9,0.08,59.38,1.41,5.0,106.64,133600000.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,270.0,30.0,156.0,2048.0,0.0,38.0,4096.0,0.0,272.0,0.0,0.0,14.0
32,VLY,8186.0,6914.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,15.0,11.48,12.35,14.47,1820916.0,-0.09,0.65,0.05,6.6,0.33,4.0,13.93,405150000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,155.0,372.0,1536.0,0.0,37.0,4096.0,0.0,192.0,0.0,0.0,2.0
410,RJF,8186.0,6876.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,137.0,108.11,115.24,131.85,430795.0,0.14,0.72,0.07,61.04,1.1,4.0,129.13,137800000.0,0.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,494.0,135.0,355.0,1536.0,0.0,36.0,4096.0,0.0,214.0,0.0,0.0,10.0
276,GRA,8186.0,6856.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,69.0,58.74,60.95,68.3,1138554.0,0.08,0.87,0.08,39.55,0.63,5.0,65.1,66200000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,279.0,77.0,48.0,2048.0,0.0,41.0,4096.0,0.0,262.0,0.0,0.0,5.0
228,AFL,8186.0,6849.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,57.0,47.3,49.21,55.5,2270374.0,0.14,0.62,0.08,32.76,1.4,5.0,53.33,688940000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,343.0,83.0,45.0,2048.0,0.0,38.0,4096.0,0.0,182.0,0.0,0.0,14.0
215,ABM,8186.0,6704.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,54.0,43.98,45.85,52.56,261471.0,-0.07,0.96,0.04,30.42,1.64,4.0,52.26,67200000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,573.0,87.0,67.0,1536.0,0.0,38.0,4096.0,0.0,291.0,0.0,0.0,16.0
132,ABB,8186.0,6695.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,34.0,29.49,30.51,33.26,1656251.0,0.11,0.05,0.08,17.51,0.71,5.0,32.37,2020000000.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,250.0,71.0,169.0,2048.0,0.0,39.0,4096.0,0.0,16.0,0.0,0.0,6.0
432,AXP,8186.0,6660.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,159.0,129.89,136.02,154.08,1860428.0,-0.14,0.87,0.06,82.22,5.65,4.0,149.54,804000000.0,0.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,407.0,97.0,164.0,1536.0,0.0,37.0,4096.0,0.0,262.0,0.0,0.0,61.0
354,MGA,8186.0,6651.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,99.0,77.35,83.54,94.83,908275.0,0.18,0.72,0.05,36.72,1.35,3.0,93.19,301000000.0,0.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,473.0,164.0,632.0,1024.0,0.0,35.0,4096.0,0.0,214.0,0.0,0.0,13.0
288,SF,8186.0,6636.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,72.0,56.74,60.58,68.3,433354.0,0.23,0.89,0.05,27.65,0.96,3.0,67.81,107750000.0,0.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,489.0,139.0,576.0,1024.0,0.0,34.0,4096.0,0.0,269.0,0.0,0.0,9.0
386,LYB,8186.0,6604.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,114.0,95.64,100.63,110.54,1277231.0,0.21,0.7,0.07,53.29,6.59,4.0,107.0,334000000.0,0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,259.0,107.0,290.0,1536.0,0.0,37.0,4096.0,0.0,208.0,0.0,0.0,71.0
420,EXR,8186.0,6604.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,149.0,123.65,126.91,144.99,497002.0,0.08,0.96,0.05,81.81,0.85,4.0,141.99,132010000.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,487.0,54.0,95.0,1536.0,0.0,38.0,4096.0,0.0,291.0,0.0,0.0,7.0
49,UMPQ,8186.0,6558.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,19.0,16.32,17.14,19.12,1186404.0,-0.12,0.93,0.06,9.54,1.06,4.0,18.34,220370000.0,0.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,287.0,103.0,200.0,1536.0,0.0,44.0,4096.0,0.0,282.0,0.0,0.0,10.0
76,ASB,8186.0,6540.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.0,19.12,20.38,22.98,1270138.0,-0.25,0.78,0.06,11.86,1.11,4.0,21.96,152350000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,318.0,135.0,168.0,1536.0,0.0,43.0,4096.0,0.0,234.0,0.0,0.0,10.0
448,JBHT,8186.0,6491.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,180.0,149.28,155.31,175.99,410434.0,0.15,0.74,0.06,98.14,0.4,4.0,170.91,105680000.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,411.0,83.0,103.0,1536.0,0.0,39.0,4096.0,0.0,221.0,0.0,0.0,2.0
25,CIM,8186.0,6444.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,14.0,11.28,11.76,13.3,1565272.0,-0.25,0.51,0.06,7.51,1.26,4.0,12.94,230570000.0,0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,411.0,87.0,121.0,1536.0,0.0,34.0,4096.0,0.0,147.0,0.0,0.0,12.0
178,CARR,8186.0,6443.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,45.0,39.45,40.15,43.25,4397168.0,0.21,0.86,0.04,16.55,2.89,3.0,43.24,869300000.0,0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,315.0,36.0,647.0,1024.0,0.0,36.0,4096.0,0.0,259.0,0.0,0.0,30.0
470,TGT,8186.0,6426.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,215.0,185.3,191.57,208.61,2639194.0,0.21,0.83,0.07,115.12,0.68,4.0,205.97,500600000.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,308.0,69.0,123.0,1536.0,0.0,38.0,4096.0,0.0,250.0,0.0,0.0,6.0
440,MTB,8186.0,6408.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,167.0,139.89,147.63,164.68,784885.0,-0.09,0.84,0.07,89.12,0.72,4.0,156.19,128540000.0,0.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,237.0,113.0,127.0,1536.0,0.0,40.0,4096.0,0.0,253.0,0.0,0.0,6.0
205,SNV,8186.0,6393.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,49.0,39.18,42.27,47.77,740589.0,-0.15,0.8,0.04,16.02,5.43,2.0,46.73,148470000.0,0.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,432.0,162.0,855.0,512.0,0.0,38.0,4096.0,0.0,240.0,0.0,0.0,58.0
351,LSI,8186.0,6382.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,96.0,82.96,85.59,96.08,515910.0,0.17,0.99,0.07,56.12,0.81,4.0,92.01,75390000.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,307.0,65.0,27.0,1536.0,0.0,43.0,4096.0,0.0,301.0,0.0,0.0,7.0
492,NSC,8186.0,6356.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,290.0,251.76,258.56,287.01,795852.0,0.01,0.77,0.07,160.36,0.81,4.0,277.72,251400000.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,304.0,55.0,87.0,1536.0,0.0,41.0,4096.0,0.0,230.0,0.0,0.0,7.0
27,FNB,8186.0,6302.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,14.0,10.97,11.75,13.36,1824706.0,-0.18,0.76,0.05,6.33,1.05,3.0,12.98,320980000.0,0.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,429.0,146.0,335.0,1024.0,0.0,35.0,4096.0,0.0,227.0,0.0,0.0,10.0
198,AGO,8186.0,6267.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,52.0,38.21,41.04,46.38,365330.0,0.07,1.0,0.04,19.07,1.24,2.0,46.21,76700000.0,0.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,516.0,152.0,651.0,512.0,0.0,24.0,4096.0,0.0,304.0,0.0,0.0,12.0
480,CAT,8186.0,6263.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,243.0,201.24,211.62,240.07,2036497.0,0.12,0.69,0.05,106.19,0.4,3.0,232.66,546400000.0,0.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,407.0,106.0,382.0,1024.0,0.0,41.0,4096.0,0.0,205.0,0.0,0.0,2.0
161,SHOO,8186.0,6199.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,43.0,35.36,37.27,40.13,375988.0,0.01,0.97,0.05,19.12,2.17,3.0,39.66,79040000.0,0.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,263.0,111.0,358.0,1024.0,0.0,31.0,4096.0,0.0,294.0,0.0,0.0,22.0
359,CR,8186.0,6140.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,99.0,81.5,87.36,96.15,561850.0,0.04,0.68,0.05,47.38,0.75,3.0,95.18,58200000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,367.0,147.0,260.0,1024.0,0.0,38.0,4096.0,0.0,202.0,0.0,0.0,6.0
73,HAL,8186.0,6079.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,24.0,19.51,20.78,22.37,7642969.0,-0.32,0.81,0.07,9.82,1.17,3.0,21.1,889000000.0,0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,63.0,133.0,478.0,1024.0,0.0,31.0,4096.0,0.0,243.0,0.0,0.0,11.0
483,VMI,8186.0,6030.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,262.0,206.64,222.65,251.31,89059.0,0.15,0.96,0.05,101.28,0.29,2.0,242.76,21180000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,370.0,159.0,565.0,512.0,0.0,36.0,4096.0,0.0,291.0,0.0,0.0,1.0
308,C,8186.0,5984.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,77.0,63.57,67.85,75.29,14074177.0,-0.27,0.79,0.05,41.13,2.4,3.0,72.81,2080000000.0,0.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,299.0,138.0,126.0,1024.0,0.0,39.0,4096.0,0.0,237.0,0.0,0.0,25.0
438,JPM,8186.0,5975.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,164.0,136.83,144.71,161.5,10477681.0,-0.26,0.73,0.07,85.9,4.74,3.0,154.56,3070000000.0,0.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,279.0,118.0,149.0,1024.0,0.0,40.0,4096.0,0.0,218.0,0.0,0.0,51.0
385,TTC,8186.0,5954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,117.0,98.99,102.78,112.66,378380.0,0.14,0.84,0.05,61.32,0.58,3.0,110.68,108120000.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,315.0,78.0,148.0,1024.0,0.0,36.0,4096.0,0.0,253.0,0.0,0.0,4.0
