,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),SMA50_percent,SMA200_value,Inst. Ownership,EPS_QoQ_percent,week52_high,SMA50_value,SMA200_percent,week52_low,volume,Shares Outstanding,SMA150_value,prev_close,Relative Strength Value,Sales_QoQ_percent,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
83,RF,8186.0,8387.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,18.64,0.75,3.38,23.0,21.49,0.42,9.64,6068173.0,961000000.0,19.85,23.25,7.0,-0.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,338.0,133.0,442.0,3072.0,0.0,45.0,4096.0,0.0,224.0,1.0,0.0,36.0
168,TX,8186.0,8360.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,32.13,0.22,7.52,41.0,39.4,0.46,13.97,674390.0,196310000.0,34.27,40.41,6.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,613.0,136.0,779.0,2560.0,0.0,40.0,4096.0,0.0,54.0,0.0,0.0,82.0
360,RHI,8186.0,8249.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,72.03,0.97,0.24,91.0,84.62,0.35,47.41,596121.0,111420000.0,75.62,90.12,7.0,-0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,487.0,102.0,155.0,3072.0,0.0,41.0,4096.0,0.0,294.0,1.0,0.0,1.0
424,CFR,8186.0,8203.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,99.87,0.86,1.37,125.0,115.85,0.38,62.22,131954.0,63310000.0,105.85,124.41,7.0,-0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,387.0,123.0,210.0,3072.0,0.0,42.0,4096.0,0.0,259.0,1.0,0.0,13.0
482,PNC,8186.0,8171.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,159.87,0.85,1.57,199.0,184.04,0.38,98.85,1240249.0,426000000.0,169.49,199.38,7.0,-0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,352.0,123.0,213.0,3072.0,0.0,43.0,4096.0,0.0,256.0,1.0,0.0,15.0
512,WSO,8186.0,8150.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,250.22,0.99,0.81,305.0,284.93,0.21,160.61,170865.0,35180000.0,257.92,297.91,7.0,0.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,429.0,63.0,143.0,3072.0,0.0,39.0,4096.0,0.0,301.0,0.0,0.0,7.0
290,PNR,8186.0,8107.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,57.43,0.93,0.81,69.0,64.48,0.26,35.22,1008283.0,166200000.0,59.24,68.78,7.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,362.0,65.0,180.0,3072.0,0.0,42.0,4096.0,0.0,282.0,1.0,0.0,7.0
204,TPR,8186.0,8098.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,36.88,0.94,1.13,49.0,45.4,0.56,12.34,4063052.0,278200000.0,40.11,46.82,4.0,0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,540.0,179.0,1416.0,1536.0,0.0,35.0,4096.0,0.0,285.0,0.0,0.0,11.0
190,VER,8186.0,8076.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,38.41,0.98,0.45,48.0,42.74,0.23,24.85,1838574.0,229160000.0,39.2,45.07,7.0,-0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,370.0,42.0,163.0,3072.0,0.0,32.0,4096.0,0.0,298.0,0.0,0.0,3.0
250,L,8186.0,8037.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,48.23,0.64,1.44,59.0,55.19,0.32,31.06,736006.0,267390000.0,50.43,58.93,7.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,387.0,93.0,143.0,3072.0,0.0,42.0,4096.0,0.0,189.0,1.0,0.0,14.0
295,XRAY,8186.0,8029.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,57.63,0.99,1.84,69.0,65.81,0.29,40.57,900611.0,218800000.0,60.0,67.83,7.0,0.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,397.0,84.0,21.0,3072.0,0.0,40.0,4096.0,0.0,301.0,0.0,0.0,18.0
88,TS,8186.0,7995.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,18.49,0.12,1.16,24.0,22.42,0.5,9.15,1889673.0,590270000.0,19.88,23.82,6.0,-0.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,523.0,154.0,588.0,2560.0,0.0,41.0,4096.0,0.0,22.0,0.0,0.0,11.0
412,XYL,8186.0,7987.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,102.03,0.91,1.29,120.0,110.79,0.22,60.57,424147.0,180300000.0,104.42,118.4,7.0,0.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,250.0,48.0,193.0,3072.0,0.0,40.0,4096.0,0.0,275.0,1.0,0.0,12.0
374,PWR,8186.0,7984.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,79.88,0.95,1.36,101.0,94.99,0.36,33.0,683466.0,140120000.0,83.86,97.42,5.0,-0.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,544.0,102.0,856.0,2048.0,0.0,37.0,4096.0,0.0,288.0,0.0,0.0,13.0
388,WAL,8186.0,7980.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,77.67,0.93,1.3,108.0,100.26,0.62,30.82,495967.0,100800000.0,86.39,104.47,4.0,0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,658.0,230.0,1129.0,1536.0,0.0,37.0,4096.0,0.0,282.0,0.0,0.0,12.0
526,SIVB,8186.0,7939.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,456.85,0.91,2.94,588.0,535.52,0.48,183.13,143960.0,54300000.0,496.67,578.42,5.0,0.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,320.0,179.0,949.0,2048.0,0.0,40.0,4096.0,0.0,275.0,1.0,0.0,31.0
401,CM,8186.0,7926.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,92.02,0.71,0.35,110.0,102.24,0.27,58.77,294427.0,447280000.0,95.08,109.38,7.0,-0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,308.0,68.0,126.0,3072.0,0.0,42.0,4096.0,0.0,211.0,1.0,0.0,2.0
530,BLK,8186.0,7904.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,734.27,0.87,0.51,874.0,814.1,0.24,501.2,347552.0,152570000.0,753.25,856.87,7.0,0.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,331.0,53.0,47.0,3072.0,0.0,39.0,4096.0,0.0,262.0,0.0,0.0,4.0
525,EPAM,8186.0,7871.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,373.08,0.97,0.26,461.0,438.79,0.26,218.64,290467.0,56170000.0,389.19,451.56,6.0,0.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,522.0,88.0,271.0,2560.0,0.0,39.0,4096.0,0.0,294.0,0.0,0.0,1.0
34,LUMN,8186.0,7855.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,11.81,0.77,0.5,15.0,13.24,0.28,8.62,10786599.0,1080000000.0,12.45,14.43,7.0,-0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,260.0,111.0,45.0,3072.0,0.0,36.0,4096.0,0.0,230.0,1.0,0.0,4.0
472,TT,8186.0,7817.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,155.45,0.85,3.62,187.0,173.59,0.27,79.75,745771.0,239400000.0,159.9,184.2,6.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,351.0,59.0,417.0,2560.0,0.0,40.0,4096.0,0.0,256.0,0.0,0.0,38.0
487,HCA,8186.0,7763.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,173.98,0.72,1.46,212.0,198.06,0.31,92.48,1013687.0,338120000.0,182.35,211.5,6.0,0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,353.0,99.0,384.0,2560.0,0.0,42.0,4096.0,0.0,214.0,1.0,0.0,14.0
243,ABCB,8186.0,7760.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,44.82,0.87,5.45,57.0,53.04,0.47,20.37,200788.0,69390000.0,48.37,56.94,5.0,-0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,395.0,162.0,695.0,2048.0,0.0,42.0,4096.0,0.0,262.0,1.0,0.0,59.0
296,FUL,8186.0,7746.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,57.51,0.99,1.97,70.0,66.48,0.27,35.67,245904.0,52490000.0,59.61,69.08,6.0,0.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,472.0,75.0,182.0,2560.0,0.0,40.0,4096.0,0.0,301.0,0.0,0.0,20.0
71,EQNR,8186.0,7627.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,18.19,0.06,3.65,22.0,20.23,0.28,12.72,836648.0,3250000000.0,19.17,21.73,7.0,0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,226.0,110.0,39.0,3072.0,0.0,41.0,4096.0,0.0,3.0,1.0,0.0,39.0
221,AIG,8186.0,7614.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,42.56,0.93,1.23,52.0,48.1,0.34,26.43,3247900.0,868110000.0,44.27,51.9,6.0,0.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,354.0,82.0,185.0,2560.0,0.0,42.0,4096.0,0.0,282.0,1.0,0.0,12.0
288,PFG,8186.0,7569.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,55.0,0.73,0.8,67.0,63.3,0.32,35.3,844729.0,272900000.0,57.55,66.83,6.0,-0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,409.0,95.0,142.0,2560.0,0.0,42.0,4096.0,0.0,218.0,0.0,0.0,7.0
361,TKR,8186.0,7553.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,78.57,0.84,0.39,91.0,84.64,0.26,40.4,250485.0,75820000.0,81.15,89.15,6.0,0.11,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,176.0,67.0,360.0,2560.0,0.0,39.0,4096.0,0.0,253.0,0.0,0.0,2.0
378,DELL,8186.0,7535.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,80.86,0.81,1.92,103.0,96.44,0.3,43.07,1171594.0,750000000.0,85.25,98.43,5.0,0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,538.0,111.0,445.0,2048.0,0.0,35.0,4096.0,0.0,243.0,0.0,0.0,19.0
298,KEX,8186.0,7504.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,57.34,0.97,0.99,70.0,63.66,0.34,35.93,273080.0,60020000.0,60.43,69.54,6.0,-0.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,219.0,110.0,173.0,2560.0,0.0,42.0,4096.0,0.0,294.0,1.0,0.0,9.0
500,SBNY,8186.0,7464.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,180.28,0.99,0.72,257.0,238.36,0.62,76.01,254093.0,55000000.0,204.92,246.71,3.0,0.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,668.0,280.0,1053.0,1024.0,0.0,36.0,4096.0,0.0,301.0,0.0,0.0,6.0
347,CBRE,8186.0,7462.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,70.28,0.98,0.55,87.0,82.64,0.38,37.97,1053479.0,339580000.0,73.87,86.32,5.0,0.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,486.0,105.0,384.0,2048.0,0.0,41.0,4096.0,0.0,298.0,0.0,0.0,4.0
147,PDCO,8186.0,7461.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,31.49,0.91,1.06,36.0,33.36,0.2,16.73,397558.0,95730000.0,32.37,35.35,6.0,0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,125.0,57.0,298.0,2560.0,0.0,40.0,4096.0,0.0,275.0,0.0,0.0,10.0
256,ZION,8186.0,7429.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,48.82,0.87,22.0,60.0,56.22,0.39,28.22,1214855.0,163550000.0,52.25,60.2,5.0,-0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,311.0,144.0,282.0,2048.0,0.0,43.0,4096.0,0.0,262.0,1.0,0.0,242.0
86,HAL,8186.0,7425.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,19.7,0.81,1.17,24.0,21.15,0.33,11.15,8362926.0,889000000.0,20.83,23.06,6.0,-0.32,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,63.0,117.0,298.0,2560.0,0.0,36.0,4096.0,0.0,243.0,1.0,0.0,11.0
283,JCI,8186.0,7406.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,53.67,0.93,0.69,66.0,62.61,0.33,28.74,3150454.0,717100000.0,56.65,65.55,5.0,0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,431.0,114.0,387.0,2048.0,0.0,42.0,4096.0,0.0,282.0,0.0,0.0,6.0
519,URI,8186.0,7295.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,273.87,0.97,0.2,348.0,328.19,0.4,124.75,356185.0,72340000.0,292.53,341.79,4.0,-0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,499.0,140.0,690.0,1536.0,0.0,40.0,4096.0,0.0,294.0,0.0,0.0,0.0
66,KIM,8186.0,7280.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,17.13,0.9,0.57,21.0,20.2,0.37,10.22,3193953.0,430520000.0,18.21,21.23,5.0,-0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,448.0,129.0,238.0,2048.0,0.0,45.0,4096.0,0.0,272.0,0.0,0.0,4.0
522,MLM,8186.0,7259.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,312.43,1.0,1.52,378.0,355.35,0.32,174.85,510020.0,62300000.0,327.38,377.97,5.0,0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,350.0,98.0,304.0,2048.0,0.0,43.0,4096.0,0.0,304.0,1.0,0.0,15.0
333,VLO,8186.0,7258.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,64.61,0.79,0.62,82.0,74.41,0.38,36.19,3606391.0,407000000.0,68.95,81.21,5.0,-0.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,324.0,138.0,368.0,2048.0,0.0,41.0,4096.0,0.0,237.0,1.0,0.0,5.0
172,SHOO,8186.0,7220.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,35.65,0.97,2.17,43.0,39.83,0.35,19.12,468400.0,79040000.0,37.4,41.04,5.0,0.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,266.0,101.0,358.0,2048.0,0.0,35.0,4096.0,0.0,294.0,0.0,0.0,22.0
146,UNFI,8186.0,7204.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.01,25.98,0.9,4.41,39.0,35.3,0.52,14.57,1763153.0,56140000.0,29.21,37.23,3.0,0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,854.0,255.0,621.0,1024.0,0.0,35.0,4096.0,0.0,272.0,0.0,0.0,47.0
77,CADE,8186.0,7110.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,18.84,0.95,1.27,24.0,21.92,0.46,6.66,539823.0,125080000.0,20.5,23.09,3.0,-0.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,284.0,180.0,1190.0,1024.0,0.0,36.0,4096.0,0.0,288.0,0.0,0.0,12.0
264,XOM,8186.0,7107.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,49.46,0.53,5.48,63.0,57.83,0.36,31.57,25223920.0,4230000000.000001,53.21,60.77,5.0,0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,356.0,155.0,202.0,2048.0,0.0,37.0,4096.0,0.0,154.0,0.0,0.0,59.0
376,MGA,8186.0,7085.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,78.05,0.72,1.35,99.0,93.67,0.41,38.25,845684.0,301000000.0,84.24,96.6,4.0,0.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,459.0,162.0,566.0,1536.0,0.0,39.0,4096.0,0.0,214.0,0.0,0.0,13.0
119,HP,8186.0,7066.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,25.56,0.91,0.7,33.0,27.22,0.36,13.48,1083998.0,107860000.0,27.18,29.35,5.0,-0.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,6.0,130.0,480.0,2048.0,0.0,24.0,4096.0,0.0,275.0,1.0,0.0,6.0
409,LYB,8186.0,7014.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,96.29,0.7,6.59,115.0,107.35,0.31,58.07,1518747.0,334000000.0,101.11,114.07,5.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,253.0,103.0,193.0,2048.0,0.0,41.0,4096.0,0.0,208.0,1.0,0.0,71.0
220,FFIN,8186.0,7009.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,41.58,0.58,0.53,51.0,48.18,0.36,26.61,546849.0,142150000.0,44.32,51.33,5.0,0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,357.0,135.0,154.0,2048.0,0.0,44.0,4096.0,0.0,170.0,1.0,0.0,4.0
326,C,8186.0,6991.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,64.15,0.79,2.4,77.0,72.97,0.32,41.13,14449435.0,2080000000.0,68.18,76.56,5.0,-0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,288.0,129.0,126.0,2048.0,0.0,42.0,4096.0,0.0,237.0,0.0,0.0,25.0
503,VMI,8186.0,6986.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,208.38,0.96,0.29,262.0,243.42,0.42,104.26,99215.0,21180000.0,224.43,254.06,4.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,347.0,158.0,520.0,1536.0,0.0,37.0,4096.0,0.0,291.0,0.0,0.0,1.0
78,VRT,8186.0,6974.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,20.13,0.9,1.1,23.0,22.03,0.21,11.71,2578215.0,349600000.0,20.71,23.31,5.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,261.0,59.0,183.0,2048.0,0.0,45.0,4096.0,0.0,272.0,0.0,0.0,10.0
138,MDU,8186.0,6954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,28.55,0.72,0.18,35.0,32.99,0.28,20.48,472680.0,200520000.0,29.8,34.45,5.0,0.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,438.0,90.0,26.0,2048.0,0.0,40.0,4096.0,0.0,214.0,0.0,0.0,2.0
446,DOV,8186.0,6895.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,129.79,0.85,0.33,153.0,145.09,0.22,89.56,503929.0,143760000.0,132.83,151.4,5.0,0.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,378.0,48.0,26.0,2048.0,0.0,41.0,4096.0,0.0,256.0,0.0,0.0,2.0
403,CCK,8186.0,6888.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,98.94,0.9,1.41,114.0,107.28,0.21,62.08,353362.0,133600000.0,100.23,111.69,5.0,0.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,288.0,27.0,104.0,2048.0,0.0,39.0,4096.0,0.0,272.0,0.0,0.0,14.0
36,VLY,8186.0,6884.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,11.59,0.65,0.33,15.0,13.96,0.43,6.6,1415111.0,405150000.0,12.45,14.52,4.0,-0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,497.0,152.0,372.0,1536.0,0.0,37.0,4096.0,0.0,192.0,0.0,0.0,2.0
186,CARR,8186.0,6865.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,39.61,0.86,2.89,45.0,43.41,0.2,17.55,6998652.0,869300000.0,40.25,43.64,4.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,322.0,33.0,551.0,1536.0,0.0,38.0,4096.0,0.0,259.0,0.0,0.0,30.0
292,GRA,8186.0,6857.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,59.11,0.87,0.63,69.0,65.46,0.27,39.55,1125082.0,66200000.0,61.21,68.36,5.0,0.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,284.0,73.0,48.0,2048.0,0.0,41.0,4096.0,0.0,262.0,0.0,0.0,5.0
255,CTB,8186.0,6845.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,47.39,0.98,2.88,60.0,57.49,0.39,22.23,593777.0,50450000.0,50.11,59.72,3.0,0.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,603.0,118.0,634.0,1024.0,0.0,42.0,4096.0,0.0,298.0,0.0,0.0,30.0
432,RJF,8186.0,6823.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,108.96,0.72,1.1,137.0,129.65,0.37,62.86,293059.0,137800000.0,116.05,134.17,4.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,480.0,133.0,315.0,1536.0,0.0,39.0,4096.0,0.0,214.0,0.0,0.0,10.0
242,AFL,8186.0,6817.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,47.63,0.62,1.4,57.0,53.53,0.28,33.63,2406180.0,688940000.0,49.41,56.46,5.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,342.0,77.0,17.0,2048.0,0.0,41.0,4096.0,0.0,182.0,0.0,0.0,14.0
26,FNB,8186.0,6765.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,11.06,0.76,1.05,14.0,13.0,0.38,6.45,1297634.0,320980000.0,11.83,13.62,4.0,-0.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,405.0,143.0,310.0,1536.0,0.0,38.0,4096.0,0.0,227.0,0.0,0.0,10.0
228,CIT,8186.0,6763.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.04,43.49,1.0,1.47,55.0,52.3,0.49,15.6,619689.0,98810000.0,46.42,53.59,2.0,-0.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,519.0,138.0,1142.0,512.0,0.0,38.0,4096.0,0.0,304.0,0.0,0.0,14.0
367,PNFP,8186.0,6749.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.04,74.22,0.81,3.31,94.0,89.19,0.47,33.28,417087.0,75370000.0,80.98,91.38,3.0,-0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,415.0,187.0,711.0,1024.0,0.0,38.0,4096.0,0.0,243.0,0.0,0.0,35.0
211,SNV,8186.0,6732.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.05,39.56,0.8,5.43,49.0,46.83,0.45,17.38,813061.0,148470000.0,42.61,48.73,3.0,-0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,406.0,158.0,708.0,1024.0,0.0,42.0,4096.0,0.0,240.0,0.0,0.0,58.0
498,CAT,8186.0,6698.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,202.51,0.69,0.4,245.0,233.34,0.32,112.08,1995844.0,546400000.0,212.87,242.23,4.0,0.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,394.0,105.0,319.0,1536.0,0.0,41.0,4096.0,0.0,205.0,0.0,0.0,2.0
165,URBN,8186.0,6691.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.03,31.73,0.75,0.44,42.0,37.3,0.37,14.7,1465504.0,97800000.0,33.36,37.36,3.0,-0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,484.0,105.0,731.0,1024.0,0.0,24.0,4096.0,0.0,224.0,0.0,0.0,3.0
