,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),SMA200_percent,Relative Strength Value,week52_low,Sales_QoQ_percent,EPS_QoQ_percent,volume,SMA150_value,Inst. Ownership,week52_high,SMA50_percent,SMA200_value,SMA50_value,Shares Outstanding,prev_close,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
415,THG,8186.0,7423.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.25,6.0,85.55,0.02,3.49,137243.0,124.86,0.89,143.0,0.07,121.12,135.63,36400000.0,142.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,353.0,63.0,3.0,2560.0,0.0,42.0,4096.0,0.0,269.0,0.0,0.0,37.0
30,LUMN,8186.0,7391.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,6.0,8.62,-0.04,0.5,7500852.0,12.37,0.77,15.0,0.08,11.73,13.21,1080000000.0,14.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,278.0,112.0,45.0,2560.0,0.0,33.0,4096.0,32.0,230.0,1.0,0.0,4.0
494,LIN,8186.0,7300.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,6.0,179.25,0.07,0.74,1210559.0,268.07,0.81,301.0,0.07,262.75,288.02,522460000.00000006,297.95,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,305.0,41.0,8.0,2560.0,0.0,41.0,4096.0,0.0,243.0,0.0,0.0,6.0
317,VLO,8186.0,7272.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.38,5.0,36.19,-0.06,0.62,5320009.0,68.48,0.79,82.0,0.08,63.92,74.11,407000000.0,78.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,337.0,146.0,368.0,2048.0,0.0,35.0,4096.0,0.0,237.0,0.0,0.0,5.0
498,CRL,8186.0,7257.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,5.0,163.0,0.17,0.19,781988.0,287.77,0.95,345.0,0.07,274.59,317.27,49980000.0,321.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,420.0,98.0,276.0,2048.0,0.0,31.0,4096.0,0.0,288.0,0.0,0.0,0.0
239,MPC,8186.0,7237.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.4,5.0,27.5,0.15,0.95,31286090.0,50.87,0.77,60.0,0.09,47.45,55.21,651000000.0,58.78,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,349.0,148.0,317.0,2048.0,0.0,39.0,4096.0,0.0,230.0,1.0,0.0,9.0
252,TOL,8186.0,7213.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,4.0,24.51,0.17,0.86,798000.0,54.34,0.89,68.0,0.06,52.15,61.1,126060000.0,61.73,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,510.0,86.0,681.0,1536.0,0.0,27.0,4096.0,0.0,269.0,0.0,0.0,8.0
412,J,8186.0,7202.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,5.0,71.6,0.01,0.46,634386.0,120.39,0.89,142.0,0.06,116.07,134.37,129970000.0,139.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,476.0,76.0,195.0,2048.0,0.0,39.0,4096.0,0.0,269.0,0.0,0.0,3.0
338,TKR,8186.0,7166.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.26,5.0,36.9,0.11,0.39,298981.0,80.95,0.81,91.0,0.07,78.05,84.32,75820000.0,88.88,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,171.0,76.0,491.0,2048.0,0.0,39.0,4096.0,0.0,243.0,0.0,0.0,2.0
74,SU,8186.0,7136.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,5.0,11.28,0.17,1.23,7743570.0,19.9,0.69,24.0,0.07,18.68,21.48,1520000000.0,22.63,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,325.0,134.0,283.0,2048.0,0.0,33.0,4096.0,0.0,205.0,0.0,0.0,12.0
64,EQNR,8186.0,7112.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,6.0,12.72,0.07,3.65,1263672.0,19.08,0.06,22.0,0.08,18.06,20.13,3250000000.0,20.91,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,225.0,116.0,39.0,2560.0,0.0,34.0,4096.0,0.0,3.0,0.0,0.0,39.0
136,PDCO,8186.0,7111.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.19,5.0,14.81,0.07,1.06,692023.0,32.34,0.9,36.0,0.08,31.34,33.23,95730000.0,34.95,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,113.0,65.0,469.0,2048.0,0.0,38.0,4096.0,0.0,272.0,0.0,0.0,10.0
272,XRAY,8186.0,7079.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,5.0,37.71,0.17,1.84,1259890.0,59.72,0.99,69.0,0.05,57.31,65.45,218800000.0,66.61,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,393.0,86.0,100.0,2048.0,0.0,37.0,4096.0,0.0,301.0,0.0,0.0,18.0
209,FFIN,8186.0,7068.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,5.0,25.62,0.03,0.53,465752.0,44.01,0.57,51.0,0.07,41.27,48.07,142150000.0,50.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,378.0,136.0,199.0,2048.0,0.0,41.0,4096.0,0.0,166.0,0.0,0.0,4.0
282,KEX,8186.0,7068.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,5.0,35.93,-0.25,7.0,380183.0,60.09,0.96,70.0,0.09,56.82,63.42,59940000.0,68.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,227.0,118.0,173.0,2048.0,0.0,38.0,4096.0,0.0,291.0,1.0,0.0,76.0
292,AOS,8186.0,7030.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.24,5.0,40.28,0.21,0.89,728456.0,62.56,0.97,72.0,0.06,60.67,68.76,161530000.0,71.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,406.0,64.0,74.0,2048.0,0.0,40.0,4096.0,0.0,294.0,0.0,0.0,8.0
238,CTB,8186.0,6972.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.39,3.0,20.9,0.23,2.88,527316.0,49.73,0.99,60.0,0.04,47.06,57.32,50450000.0,59.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,625.0,116.0,740.0,1024.0,0.0,40.0,4096.0,0.0,301.0,0.0,0.0,30.0
78,VRT,8186.0,6966.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.22,5.0,11.45,0.22,1.1,2013695.0,20.64,0.88,23.0,0.09,20.06,21.85,349600000.0,22.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,240.0,59.0,210.0,2048.0,0.0,37.0,4096.0,0.0,266.0,0.0,0.0,10.0
380,CCK,8186.0,6930.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.22,5.0,59.38,0.12,1.41,379052.0,100.05,0.92,114.0,0.08,98.6,106.64,133600000.0,110.88,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,270.0,30.0,156.0,2048.0,0.0,38.0,4096.0,0.0,278.0,0.0,0.0,14.0
408,RJF,8186.0,6872.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.37,4.0,61.04,0.1,0.18,430795.0,115.24,0.73,137.0,0.07,108.11,129.13,136800000.0,131.85,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,494.0,135.0,355.0,1536.0,0.0,36.0,4096.0,0.0,218.0,0.0,0.0,2.0
227,AFL,8186.0,6853.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,5.0,32.76,0.14,1.4,2270374.0,49.21,0.63,57.0,0.08,47.3,53.33,688940000.0,55.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,343.0,83.0,45.0,2048.0,0.0,38.0,4096.0,0.0,186.0,0.0,0.0,14.0
274,GRA,8186.0,6853.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,5.0,39.55,0.08,0.63,1138554.0,60.95,0.86,69.0,0.08,58.74,65.1,66200000.0,68.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,279.0,77.0,48.0,2048.0,0.0,41.0,4096.0,0.0,259.0,0.0,0.0,5.0
214,ABM,8186.0,6701.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,4.0,30.42,-0.07,1.64,261471.0,45.85,0.95,54.0,0.04,43.98,52.26,67200000.0,52.56,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,573.0,87.0,67.0,1536.0,0.0,38.0,4096.0,0.0,288.0,0.0,0.0,16.0
130,ABB,8186.0,6682.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,5.0,17.51,0.11,0.71,1656251.0,30.51,0.06,34.0,0.08,29.49,32.37,2020000000.0,33.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,250.0,71.0,169.0,2048.0,0.0,39.0,4096.0,0.0,3.0,0.0,0.0,6.0
430,AXP,8186.0,6660.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.3,4.0,82.22,-0.14,5.65,1860428.0,136.02,0.87,159.0,0.06,129.89,149.54,804000000.0,154.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,407.0,97.0,164.0,1536.0,0.0,37.0,4096.0,0.0,262.0,0.0,0.0,61.0
351,MGA,8186.0,6651.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.41,3.0,36.72,0.18,1.35,908275.0,83.54,0.72,99.0,0.05,77.35,93.19,301000000.0,94.83,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,473.0,164.0,632.0,1024.0,0.0,35.0,4096.0,0.0,214.0,0.0,0.0,13.0
286,SF,8186.0,6636.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.4,3.0,27.65,0.23,0.96,433354.0,60.58,0.89,72.0,0.05,56.74,67.81,107750000.0,68.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,489.0,139.0,576.0,1024.0,0.0,34.0,4096.0,0.0,269.0,0.0,0.0,9.0
384,LYB,8186.0,6604.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.29,4.0,53.29,0.21,6.59,1277231.0,100.63,0.7,114.0,0.07,95.64,107.0,334000000.0,110.54,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,259.0,107.0,290.0,1536.0,0.0,37.0,4096.0,0.0,208.0,0.0,0.0,71.0
417,EXR,8186.0,6604.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.22,4.0,81.81,0.08,0.85,497002.0,126.91,0.96,149.0,0.05,123.65,141.99,132010000.0,144.99,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,487.0,54.0,95.0,1536.0,0.0,38.0,4096.0,0.0,291.0,0.0,0.0,7.0
48,UMPQ,8186.0,6554.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.31,4.0,9.54,-0.12,1.06,1186404.0,17.14,0.92,19.0,0.06,16.32,18.34,220370000.0,19.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,287.0,103.0,200.0,1536.0,0.0,44.0,4096.0,0.0,278.0,0.0,0.0,10.0
75,ASB,8186.0,6536.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,4.0,11.86,-0.25,1.11,1270138.0,20.38,0.77,23.0,0.06,19.12,21.96,152350000.0,22.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,318.0,135.0,168.0,1536.0,0.0,43.0,4096.0,0.0,230.0,0.0,0.0,10.0
446,JBHT,8186.0,6494.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.22,4.0,98.14,0.15,0.4,410434.0,155.31,0.75,180.0,0.06,149.28,170.91,105680000.0,175.99,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,411.0,83.0,103.0,1536.0,0.0,39.0,4096.0,0.0,224.0,0.0,0.0,2.0
177,CARR,8186.0,6446.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.19,3.0,16.55,0.21,2.89,4397168.0,40.15,0.87,45.0,0.04,39.45,43.24,869300000.0,43.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,315.0,36.0,647.0,1024.0,0.0,36.0,4096.0,0.0,262.0,0.0,0.0,30.0
468,TGT,8186.0,6419.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,4.0,115.12,0.21,0.68,2639194.0,191.57,0.81,215.0,0.07,185.3,205.97,500600000.0,208.61,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,308.0,69.0,123.0,1536.0,0.0,38.0,4096.0,0.0,243.0,0.0,0.0,6.0
438,MTB,8186.0,6411.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.3,4.0,89.12,-0.09,0.72,784885.0,147.63,0.85,167.0,0.07,139.89,156.19,128540000.0,164.68,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,237.0,113.0,127.0,1536.0,0.0,40.0,4096.0,0.0,256.0,0.0,0.0,6.0
204,SNV,8186.0,6393.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.44,2.0,16.02,-0.15,5.43,740589.0,42.27,0.8,49.0,0.04,39.18,46.73,148470000.0,47.77,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,432.0,162.0,855.0,512.0,0.0,38.0,4096.0,0.0,240.0,0.0,0.0,58.0
348,LSI,8186.0,6366.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,4.0,56.12,0.17,0.81,515910.0,85.59,0.94,96.0,0.07,82.96,92.01,75390000.0,96.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,307.0,65.0,27.0,1536.0,0.0,43.0,4096.0,0.0,285.0,0.0,0.0,7.0
490,NSC,8186.0,6356.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,4.0,160.36,0.01,0.81,795852.0,258.56,0.77,290.0,0.07,251.76,277.72,251400000.0,287.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,304.0,55.0,87.0,1536.0,0.0,41.0,4096.0,0.0,230.0,0.0,0.0,7.0
478,CAT,8186.0,6266.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.31,3.0,106.19,0.12,0.4,2036497.0,211.62,0.7,243.0,0.05,201.24,232.66,546400000.0,240.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,407.0,106.0,382.0,1024.0,0.0,41.0,4096.0,0.0,208.0,0.0,0.0,2.0
160,SHOO,8186.0,6196.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.33,3.0,19.12,0.01,2.17,375988.0,37.27,0.96,43.0,0.05,35.36,39.66,79040000.0,40.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,263.0,111.0,358.0,1024.0,0.0,31.0,4096.0,0.0,291.0,0.0,0.0,22.0
356,CR,8186.0,6143.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,3.0,47.38,0.04,0.75,561850.0,87.36,0.69,99.0,0.05,81.5,95.18,58200000.0,96.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,367.0,147.0,260.0,1024.0,0.0,38.0,4096.0,0.0,205.0,0.0,0.0,6.0
72,HAL,8186.0,6076.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.29,3.0,9.82,-0.32,1.17,7642969.0,20.78,0.8,24.0,0.07,19.51,21.1,889000000.0,22.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,63.0,133.0,478.0,1024.0,0.0,31.0,4096.0,0.0,240.0,0.0,0.0,11.0
481,VMI,8186.0,6021.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.39,2.0,101.28,0.15,0.29,89059.0,222.65,0.93,262.0,0.05,206.64,242.76,21180000.0,251.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,370.0,159.0,565.0,512.0,0.0,36.0,4096.0,0.0,282.0,0.0,0.0,1.0
436,JPM,8186.0,5975.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.31,3.0,85.9,-0.26,4.74,10477681.0,144.71,0.73,164.0,0.07,136.83,154.56,3070000000.0,161.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,279.0,118.0,149.0,1024.0,0.0,40.0,4096.0,0.0,218.0,0.0,0.0,51.0
383,TTC,8186.0,5954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.22,3.0,61.32,0.14,0.58,378380.0,102.78,0.84,117.0,0.05,98.99,110.68,108120000.0,112.66,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,315.0,78.0,148.0,1024.0,0.0,36.0,4096.0,0.0,253.0,0.0,0.0,4.0
270,ACM,8186.0,5898.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.3,2.0,30.99,0.02,1.82,936284.0,58.92,0.88,69.0,0.03,56.36,66.56,151420000.0,67.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,531.0,93.0,344.0,512.0,0.0,38.0,4096.0,0.0,266.0,0.0,0.0,18.0
333,PSX,8186.0,5887.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.29,3.0,44.22,0.07,0.74,2812235.0,77.99,0.7,90.0,0.07,73.21,81.05,439500000.0,84.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,161.0,134.0,226.0,1024.0,0.0,32.0,4096.0,0.0,208.0,0.0,0.0,6.0
346,CLH,8186.0,5886.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,3.0,49.55,-0.06,0.91,330459.0,84.56,0.9,94.0,0.06,80.56,88.73,54720000.0,92.52,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,202.0,102.0,142.0,1024.0,0.0,40.0,4096.0,0.0,272.0,0.0,0.0,8.0
514,MTD,8186.0,5864.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.15,3.0,689.53,0.24,0.57,67378.0,1187.97,0.98,1335.0,0.06,1171.48,1250.25,23360000.0,1253.64,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,215.0,29.0,166.0,1024.0,0.0,32.0,4096.0,0.0,298.0,0.0,0.0,4.0
178,OZK,8186.0,5805.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.37,2.0,19.67,-0.03,11.51,620345.0,38.89,0.9,45.0,0.06,36.1,41.02,129490000.0,43.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,224.0,158.0,382.0,512.0,0.0,35.0,4096.0,0.0,272.0,0.0,0.0,126.0
189,LAZ,8186.0,5788.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.19,3.0,24.8,0.22,0.34,382110.0,43.33,0.74,47.0,0.05,41.86,45.4,107290000.0,45.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,196.0,72.0,140.0,1024.0,0.0,37.0,4096.0,0.0,221.0,0.0,0.0,2.0
406,LECO,8186.0,5725.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.18,3.0,72.13,0.08,0.35,157014.0,121.63,0.76,135.0,0.06,119.21,126.67,59640000.0,131.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,170.0,42.0,126.0,1024.0,0.0,38.0,4096.0,0.0,227.0,0.0,0.0,2.0
511,ISRG,8186.0,5641.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,3.0,517.27,0.17,0.34,361880.0,780.34,0.89,891.0,0.07,768.6,810.07,118100000.0,820.59,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,156.0,31.0,34.0,1024.0,0.0,29.0,4096.0,0.0,269.0,0.0,0.0,2.0
448,JAZZ,8186.0,5634.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.18,3.0,104.68,0.14,1.74,568381.0,164.45,0.97,179.0,0.07,159.98,167.49,56470000.0,178.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,76.0,57.0,27.0,1024.0,0.0,42.0,4096.0,0.0,294.0,1.0,0.0,17.0
245,XOM,8186.0,5590.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.33,2.0,31.57,0.04,5.48,20692226.0,52.84,0.53,63.0,0.05,49.01,57.66,4230000000.000001,59.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,374.0,160.0,202.0,512.0,0.0,33.0,4096.0,0.0,154.0,0.0,0.0,59.0
23,QRTEA,8186.0,5527.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,2.0,6.16,0.07,3.62,3020104.0,12.13,0.98,14.0,0.07,11.38,12.26,413000000.0,13.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,44.0,135.0,372.0,512.0,0.0,31.0,4096.0,0.0,298.0,1.0,0.0,38.0
173,NSA,8186.0,5483.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.18,2.0,24.49,0.18,1.53,1004479.0,39.34,0.84,46.0,0.03,38.14,42.99,71790000.0,43.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,380.0,64.0,130.0,512.0,0.0,33.0,4096.0,0.0,253.0,0.0,0.0,15.0
247,TFC,8186.0,5432.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,2.0,31.35,-0.21,0.35,4228821.0,55.19,0.74,62.0,0.05,52.95,59.01,1350000000.0,60.57,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,284.0,87.0,191.0,512.0,0.0,39.0,4096.0,0.0,221.0,0.0,0.0,2.0
307,GGG,8186.0,5190.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,2.0,43.98,0.21,0.44,458305.0,72.52,0.88,79.0,0.05,71.03,75.23,168950000.0,76.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,153.0,43.0,80.0,512.0,0.0,37.0,4096.0,0.0,266.0,0.0,0.0,3.0
94,BP,8186.0,5112.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.22,2.0,14.9,0.12,2.06,15695461.0,24.13,0.08,28.0,0.05,22.87,25.3,3380000000.0,25.89,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,199.0,113.0,131.0,512.0,0.0,30.0,4096.0,0.0,10.0,0.0,0.0,21.0
361,ALV,8186.0,5090.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,2.0,57.4,0.21,1.09,287566.0,94.35,0.45,107.0,0.05,92.37,97.8,87400000.0,98.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,150.0,44.0,121.0,512.0,0.0,29.0,4096.0,0.0,128.0,0.0,0.0,10.0
33,RHE,8184.0,68290.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,3.02,105.0,1.16,-0.2,-0.87,936585.0,5.91,0.09,19.0,1.1,4.79,7.93,1690000.0,15.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,1400.0,479.0,9039.0,53248.0,0.0,8.0,4096.0,0.0,13.0,7.0,0.0,0.0
232,DAC,8184.0,23168.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,1.32,13.0,3.38,0.09,0.16,432126.0,40.81,0.32,66.0,0.11,33.62,54.92,20640000.0,55.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,1416.0,438.0,10973.0,6144.0,0.0,15.0,4096.0,0.0,86.0,0.0,0.0,0.0
401,DDS,8184.0,22548.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,1.02,30.0,22.66,-0.18,0.11,1195796.0,83.98,0.82,125.0,0.31,75.01,99.09,22000000.0,102.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,737.0,245.0,2365.0,14848.0,0.0,11.0,4096.0,0.0,246.0,0.0,0.0,0.0
61,SBLK,8184.0,21717.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,1.02,28.0,4.33,-0.25,0.16,1454865.0,13.88,0.61,23.0,0.28,12.21,17.49,96710000.0,21.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,1065.0,280.0,2240.0,13824.0,0.0,31.0,4096.0,0.0,179.0,2.0,0.0,0.0
84,KNL,8184.0,19168.0,10,0,True,True,True,True,True,True,True,True,True,True,False,False,0.64,27.0,9.54,-0.16,-1.24,530628.0,17.67,0.88,25.0,0.28,16.63,20.86,49140000.0,24.64,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,0,739.0,128.0,586.0,13312.0,0.0,40.0,4096.0,0.0,266.0,1.0,0.0,0.0
